piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px
"24","falling","0","4.0","","195.000","97.998","0.00000","0.85726","0.85726","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","0.31667","0.000000","0.00000","0.54060","0.000000","","","","","0","0","0","0","","","",""
"24","falling","1","18.0","","195.000","102.069","0.00000","1.59772","1.59772","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","1.07979","0.000000","0.00000","0.51793","0.000000","","","","","0","0","0","0","","","",""
"24","falling","2","35.0","","195.000","108.619","0.00000","2.35147","2.35147","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","1.85661","0.000000","0.00000","0.49486","0.000000","","","","","0","0","0","0","","","",""
"24","falling","3","52.0","","195.000","117.351","0.00000","3.07164","3.07164","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","2.59883","0.000000","0.00000","0.47281","0.000000","","","","","0","0","0","0","","","",""
"24","falling","4","69.0","","195.000","127.931","0.00000","3.74624","3.74624","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","3.29408","0.000000","0.00000","0.45217","0.000000","","","","","0","0","0","0","","","",""
"24","falling","5","85.0","","195.000","140.703","0.00000","4.40428","4.40428","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","3.97226","0.000000","0.00000","0.43202","0.000000","","","","","0","0","0","0","","","",""
"24","falling","6","102.0","","195.000","155.381","0.00000","5.03301","5.03301","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","4.62023","0.000000","0.00000","0.41278","0.000000","","","","","0","0","0","0","","","",""
"24","falling","7","119.0","","195.000","171.531","0.00000","5.62195","5.62195","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","5.22720","0.000000","0.00000","0.39475","0.000000","","","","","0","0","0","0","","","",""
"24","falling","8","135.0","","195.000","189.735","0.00000","6.19644","6.19644","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","5.81927","0.000000","0.00000","0.37717","0.000000","","","","","0","0","0","0","","","",""
"24","falling","9","152.0","","195.000","209.604","0.00000","6.74533","6.74533","0.000000","0.000000","0","0","4.05400","1448.135","12.846","7.000","7.000","9.000","11.000","26.000","0.000","0.000","0","0","1.1015","66","132","66","67","62","0.00000","6.38497","0.000000","0.00000","0.36037","0.000000","","","","","0","0","0","0","","","",""
