piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px,contact_min_y,contact_max_y,contact_mean_y,contact_left_offset_px,contact_right_offset_px,contact_span_from_com_px,contact_normal_angle_rad,contact_torque_proxy,contact_com_distance_px,contact_asymmetry_px
"3","falling","0","4.0","","195.000","96.616","0.00000","0.54390","0.54390","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","0.00000","0.000000","0.00000","0.54390","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","1","7.0","","195.000","96.719","0.00000","0.59239","0.59239","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","0.54390","0.000000","0.00000","0.04848","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","2","23.0","","195.000","97.442","0.00000","0.84913","0.84913","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","0.59239","0.000000","0.00000","0.25675","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","3","40.0","","195.000","98.480","0.00000","1.11793","1.11793","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","0.84913","0.000000","0.00000","0.26879","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","4","57.0","","195.000","99.789","0.00000","1.38263","1.38263","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","1.11793","0.000000","0.00000","0.26471","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","5","73.0","","195.000","101.264","0.00000","1.62806","1.62806","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","1.38263","0.000000","0.00000","0.24543","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","6","90.0","","195.000","103.089","0.00000","1.88501","1.88501","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","1.62806","0.000000","0.00000","0.25695","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","7","107.0","","195.000","105.173","0.00000","2.13804","2.13804","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","1.88501","0.000000","0.00000","0.25304","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","8","124.0","","195.000","107.367","0.00000","2.37265","2.37265","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","2.13804","0.000000","0.00000","0.23461","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"3","falling","9","140.0","","195.000","109.944","0.00000","2.61827","2.61827","0.000000","0.000000","0","0","6.21800","2680.781","8.535","8.000","8.000","8.000","61.000","61.000","0.000","0.000","0","0","1.1111","89","178","89","93","68","0.00000","2.37265","0.000000","0.00000","0.24562","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
